origin,origin_kind,rank,destination,destination_kind,distance,reverse_distance
275,customer,2,259,customer,2.0,2.0
275,customer,3,69,customer,3.0,3.0
275,customer,4,171,customer,4.0,5.0
275,customer,5,220,customer,4.0,4.0
275,customer,6,224,customer,4.0,4.0
275,customer,7,258,customer,4.0,5.0
275,customer,8,4,customer,5.0,5.0
275,customer,9,136,customer,5.0,5.0
275,customer,10,176,customer,5.0,5.0
276,customer,1,186,customer,0.618358473723671,0.618358473723671
276,customer,2,248,customer,7.0,8.0
276,customer,3,310,customer,10.0,11.0
276,customer,4,307,customer,19.0,19.0
276,customer,5,271,customer,22.0,23.0
276,customer,6,182,customer,24.0,24.0
276,customer,7,9,customer,25.0,25.0
276,customer,8,14,customer,25.0,25.0
276,customer,9,178,customer,25.0,25.0
276,customer,10,298,customer,25.0,25.0
277,customer,1,317,customer,9.0,9.0
277,customer,2,183,customer,18.0,18.0
277,customer,3,31,customer,24.0,24.0
277,customer,4,198,customer,24.0,24.0
277,customer,5,95,customer,25.0,21.0
277,customer,6,145,customer,25.0,24.0
277,customer,7,229,customer,30.0,30.0
277,customer,8,285,customer,35.0,34.0
277,customer,9,116,customer,37.0,37.0
277,customer,10,313,customer,38.0,37.0
278,customer,1,86,customer,0.0,0.0
278,customer,2,92,customer,2.0,1.0
278,customer,3,318,customer,2.0,1.0
278,customer,4,255,customer,5.0,5.0
278,customer,5,4,customer,7.0,6.0
278,customer,6,84,customer,7.0,7.0
278,customer,7,100,customer,7.0,8.0
278,customer,8,112,customer,7.0,7.0
278,customer,9,136,customer,7.0,6.0
278,customer,10,174,customer,7.0,7.0
279,customer,1,196,customer,0.0,0.0
279,customer,2,267,customer,1.0,0.907241865206657
279,customer,3,4,customer,3.0,3.0
279,customer,4,84,customer,3.0,4.0
279,customer,5,100,customer,3.0,4.0
279,customer,6,136,customer,3.0,3.0
279,customer,7,69,customer,4.0,3.0
279,customer,8,173,customer,4.0,5.0
279,customer,9,220,customer,4.0,4.0
279,customer,10,224,customer,4.0,4.0
280,customer,1,222,customer,15.0,14.0
280,customer,2,323,customer,15.0,14.0
280,customer,3,119,customer,22.0,23.0
280,customer,4,40,customer,24.0,24.0
280,customer,5,290,customer,24.0,23.0
280,customer,6,251,customer,25.0,25.0
280,customer,7,212,customer,28.0,29.0
280,customer,8,306,customer,28.0,28.0
280,customer,9,37,customer,29.0,29.0
280,customer,10,215,customer,29.0,29.0
281,customer,1,284,customer,4.0,4.0
281,customer,2,322,customer,6.0,6.0
281,customer,3,121,customer,15.0,15.0
281,customer,4,23,customer,19.0,17.0
281,customer,5,162,customer,26.0,27.0
281,customer,6,134,customer,28.0,28.0
281,customer,7,0,base,32.0,32.0
281,customer,8,80,customer,32.0,33.0
281,customer,9,301,customer,32.0,33.0
281,customer,10,1,source,33.0,33.0
282,customer,1,107,customer,0.0,0.0
282,customer,2,2,customer,0.254966094807735,0.254966094807735
282,customer,3,16,customer,3.0,3.0
282,customer,4,41,customer,3.0,3.0
282,customer,5,55,customer,3.0,3.0
282,customer,6,139,customer,3.0,3.0
282,customer,7,193,customer,3.0,3.0
282,customer,8,194,customer,3.0,3.0
282,customer,9,238,customer,3.0,3.0
282,customer,10,17,customer,4.0,3.0
283,customer,1,245,customer,1.0,1.0
283,customer,2,293,customer,2.0,1.0
283,customer,3,87,customer,3.0,3.0
283,customer,4,97,customer,8.0,8.0
283,customer,5,175,customer,8.0,8.0
283,customer,6,52,customer,9.0,9.0
283,customer,7,208,customer,9.0,9.0
283,customer,8,299,customer,9.0,9.0
283,customer,9,96,customer,10.0,10.0
283,customer,10,225,customer,10.0,10.0
284,customer,1,281,customer,4.0,4.0
284,customer,2,322,customer,11.0,11.0
284,customer,3,121,customer,20.0,20.0
284,customer,4,23,customer,23.0,21.0
284,customer,5,162,customer,29.0,29.0
284,customer,6,10,customer,30.0,28.0
284,customer,7,80,customer,30.0,28.0
284,customer,8,167,customer,30.0,28.0
284,customer,9,301,customer,30.0,28.0
284,customer,10,134,customer,38.0,32.0
285,customer,1,42,customer,4.0,6.0
285,customer,2,313,customer,5.0,5.0
285,customer,3,287,customer,14.0,13.0
285,customer,4,127,customer,15.0,14.0
285,customer,5,268,customer,15.0,14.0
285,customer,6,234,customer,32.0,39.0
285,customer,7,277,customer,34.0,35.0
285,customer,8,31,customer,35.0,35.0
285,customer,9,198,customer,35.0,35.0
285,customer,10,95,customer,36.0,38.0
286,customer,1,153,customer,6.0,10.0
286,customer,2,325,customer,7.0,8.0
286,customer,3,48,customer,11.0,13.0
286,customer,4,108,customer,11.0,13.0
286,customer,5,12,customer,12.0,10.0
286,customer,6,140,customer,12.0,14.0
286,customer,7,98,customer,13.0,12.0
286,customer,8,148,customer,13.0,12.0
286,customer,9,315,customer,13.0,12.0
286,customer,10,34,customer,14.0,11.0
287,customer,1,127,customer,1.0,1.0
287,customer,2,268,customer,1.0,1.0
287,customer,3,313,customer,10.0,11.0
287,customer,4,42,customer,12.0,12.0
287,customer,5,285,customer,13.0,14.0
287,customer,6,137,customer,26.0,26.0
287,customer,7,145,customer,35.0,32.0
287,customer,8,277,customer,45.0,46.0
287,customer,9,234,customer,46.0,46.0
287,customer,10,31,customer,47.0,47.0
288,customer,1,257,customer,0.0241141538674017,0.0241141538674017
288,customer,2,174,customer,0.234441138504504,0.234441138504504
288,customer,3,219,customer,0.234441138504504,0.234441138504504
288,customer,4,255,customer,1.0,1.0
288,customer,5,201,customer,4.0,5.0
288,customer,6,65,customer,5.0,5.0
288,customer,7,218,customer,5.0,5.0
288,customer,8,4,customer,6.0,6.0
288,customer,9,92,customer,6.0,7.0
288,customer,10,136,customer,6.0,6.0
289,customer,1,133,customer,0.0,0.0
289,customer,2,22,customer,1.0,2.0
289,customer,3,24,customer,1.0,1.0
289,customer,4,190,customer,1.0,2.0
289,customer,5,138,customer,2.0,1.0
289,customer,6,237,customer,2.0,1.0
289,customer,7,53,customer,3.0,2.0
289,customer,8,45,customer,4.0,3.0
289,customer,9,100,customer,5.0,5.0
289,customer,10,173,customer,5.0,5.0
290,customer,1,306,customer,6.0,7.0
290,customer,2,303,customer,9.0,10.0
290,customer,3,212,customer,10.0,11.0
290,customer,4,40,customer,21.0,22.0
290,customer,5,262,customer,21.0,19.0
290,customer,6,251,customer,22.0,23.0
290,customer,7,280,customer,23.0,24.0
290,customer,8,223,customer,25.0,25.0
290,customer,9,70,customer,35.0,35.0
290,customer,10,91,customer,38.0,38.0
291,customer,1,78,customer,0.0,0.0
291,customer,2,243,customer,0.0,0.0
291,customer,3,0,base,6.0,6.0
291,customer,4,1,source,6.0,6.0
291,customer,5,59,customer,7.0,6.0
291,customer,6,185,customer,7.0,6.0
291,customer,7,192,customer,7.0,6.0
291,customer,8,135,customer,12.0,8.0
291,customer,9,134,customer,13.0,13.0
291,customer,10,170,customer,14.0,14.0
292,customer,1,158,customer,0.0,0.0
292,customer,2,209,customer,0.0,0.0
292,customer,3,49,customer,0.0373650594841034,0.0373650594841034
292,customer,4,124,customer,0.0373650594841034,0.0373650594841034
292,customer,5,314,customer,0.0373650594841034,0.0373650594841034
292,customer,6,103,customer,7.0,7.0
292,customer,7,177,customer,7.0,7.0
292,customer,8,316,customer,7.0,7.0
292,customer,9,68,customer,10.0,10.0
292,customer,10,170,customer,12.0,12.0
293,customer,1,87,customer,1.0,1.0
293,customer,2,283,customer,1.0,2.0
293,customer,3,245,customer,2.0,2.0
293,customer,4,175,customer,8.0,9.0
293,customer,5,96,customer,9.0,10.0
293,customer,6,320,customer,9.0,10.0
293,customer,7,52,customer,10.0,11.0
293,customer,8,97,customer,10.0,10.0
293,customer,9,208,customer,10.0,11.0
293,customer,10,299,customer,10.0,11.0
294,customer,1,64,customer,0.0,0.0
294,customer,2,98,customer,1.0,5.0
294,customer,3,148,customer,1.0,5.0
294,customer,4,315,customer,1.0,5.0
294,customer,5,47,customer,2.0,3.0
294,customer,6,62,customer,2.0,3.0
294,customer,7,171,customer,3.0,4.0
294,customer,8,258,customer,3.0,4.0
294,customer,9,12,customer,4.0,5.0
294,customer,10,48,customer,4.0,5.0
295,customer,1,128,customer,0.0,0.0
295,customer,2,156,customer,2.0,2.0
295,customer,3,214,customer,10.0,10.0
295,customer,4,172,customer,11.0,10.0
295,customer,5,239,customer,18.0,18.0
295,customer,6,81,customer,24.0,24.0
295,customer,7,6,customer,28.0,28.0
295,customer,8,63,customer,29.0,28.0
295,customer,9,319,customer,67.0,67.0
295,customer,10,57,customer,75.0,75.0
296,customer,1,28,customer,0.876374287652196,0.876374287652196
296,customer,2,66,customer,13.0,18.0
296,customer,3,149,customer,13.0,18.0
296,customer,4,26,customer,24.0,23.0
296,customer,5,34,customer,29.0,27.0
296,customer,6,270,customer,29.0,27.0
296,customer,7,79,customer,30.0,29.0
296,customer,8,102,customer,31.0,30.0
296,customer,9,117,customer,31.0,31.0
296,customer,10,35,customer,35.0,35.0
297,customer,1,241,customer,0.0,0.0
297,customer,2,15,customer,6.0,4.0
297,customer,3,159,customer,6.0,6.0
297,customer,4,38,customer,7.0,8.0
297,customer,5,51,customer,7.0,8.0
297,customer,6,74,customer,7.0,8.0
297,customer,7,125,customer,7.0,8.0
297,customer,8,126,customer,7.0,5.0
297,customer,9,132,customer,7.0,8.0
297,customer,10,225,customer,7.0,7.0
298,customer,1,178,customer,0.0,0.0
298,customer,2,14,customer,0.0101899032710041,0.0101899032710041
298,customer,3,9,customer,0.534510530177376,1.0
298,customer,4,307,customer,5.0,5.0
298,customer,5,227,customer,12.0,16.0
298,customer,6,129,customer,13.0,21.0
298,customer,7,27,customer,16.0,15.0
298,customer,8,150,customer,16.0,15.0
298,customer,9,197,customer,17.0,19.0
298,customer,10,254,customer,19.0,34.0
299,customer,1,52,customer,0.0,0.0
299,customer,2,208,customer,0.0,0.0
299,customer,3,97,customer,1.0,1.0
299,customer,4,187,customer,6.0,14.0
299,customer,5,283,customer,9.0,9.0
299,customer,6,225,customer,10.0,10.0
299,customer,7,245,customer,10.0,10.0
299,customer,8,15,customer,11.0,13.0
299,customer,9,17,customer,11.0,14.0
299,customer,10,241,customer,11.0,12.0
300,customer,1,90,customer,15.0,20.0
300,customer,2,23,customer,20.0,19.0
300,customer,3,39,customer,20.0,23.0
300,customer,4,72,customer,22.0,24.0
300,customer,5,121,customer,22.0,22.0
300,customer,6,202,customer,22.0,23.0
300,customer,7,232,customer,22.0,23.0
300,customer,8,60,customer,23.0,28.0
300,customer,9,104,customer,24.0,24.0
300,customer,10,134,customer,25.0,24.0
301,customer,1,80,customer,6.0,7.0
301,customer,2,162,customer,17.0,18.0
301,customer,3,10,customer,19.0,19.0
301,customer,4,167,customer,19.0,19.0
301,customer,5,152,customer,22.0,19.0
301,customer,6,68,customer,26.0,26.0
301,customer,7,134,customer,26.0,27.0
301,customer,8,0,base,27.0,26.0
301,customer,9,1,source,27.0,27.0
301,customer,10,284,customer,28.0,30.0
302,customer,1,5,customer,0.0,0.0
302,customer,2,32,customer,0.0,0.0
302,customer,3,67,customer,0.0,0.0
302,customer,4,126,customer,0.0,0.0
302,customer,5,269,customer,0.0,0.0
302,customer,6,311,customer,0.0,0.0
302,customer,7,324,customer,0.0,0.0
302,customer,8,58,customer,4.0,4.0
302,customer,9,142,customer,4.0,4.0
302,customer,10,154,customer,4.0,4.0
303,customer,1,306,customer,5.0,6.0
303,customer,2,212,customer,6.0,8.0
303,customer,3,290,customer,10.0,9.0
303,customer,4,262,customer,16.0,15.0
303,customer,5,40,customer,19.0,19.0
303,customer,6,251,customer,20.0,20.0
303,customer,7,223,customer,29.0,30.0
303,customer,8,280,customer,31.0,31.0
303,customer,9,37,customer,36.0,39.0
303,customer,10,155,customer,36.0,36.0
304,customer,1,180,customer,0.0,0.0
304,customer,2,253,customer,1.0,2.0
304,customer,3,261,customer,1.0,2.0
304,customer,4,142,customer,2.0,6.0
304,customer,5,38,customer,3.0,2.0
304,customer,6,51,customer,3.0,2.0
304,customer,7,74,customer,3.0,2.0
304,customer,8,125,customer,3.0,2.0
304,customer,9,132,customer,3.0,2.0
304,customer,10,15,customer,4.0,4.0
305,customer,1,195,customer,0.0,0.0
305,customer,2,191,customer,0.299918460289084,0.299918460289084
305,customer,3,246,customer,32.0,31.0
305,customer,4,205,customer,33.0,34.0
305,customer,5,231,customer,33.0,34.0
305,customer,6,265,customer,33.0,34.0
305,customer,7,118,customer,35.0,35.0
305,customer,8,182,customer,36.0,40.0
305,customer,9,248,customer,36.0,48.0
305,customer,10,186,customer,37.0,52.0
306,customer,1,303,customer,6.0,5.0
306,customer,2,290,customer,7.0,6.0
306,customer,3,212,customer,12.0,12.0
306,customer,4,262,customer,17.0,15.0
306,customer,5,40,customer,20.0,22.0
306,customer,6,251,customer,21.0,23.0
306,customer,7,223,customer,26.0,27.0
306,customer,8,280,customer,28.0,28.0
306,customer,9,70,customer,36.0,36.0
306,customer,10,155,customer,36.0,36.0
307,customer,1,9,customer,5.0,5.0
307,customer,2,14,customer,5.0,5.0
307,customer,3,178,customer,5.0,5.0
307,customer,4,298,customer,5.0,5.0
307,customer,5,129,customer,12.0,14.0
307,customer,6,227,customer,13.0,13.0
307,customer,7,27,customer,16.0,13.0
307,customer,8,150,customer,16.0,13.0
307,customer,9,197,customer,16.0,17.0
307,customer,10,186,customer,19.0,19.0
308,customer,1,3,customer,1.63936667549217,1.63936667549217
308,customer,2,88,customer,1.63936667549217,1.63936667549217
308,customer,3,103,customer,9.0,9.0
308,customer,4,177,customer,9.0,9.0
308,customer,5,316,customer,9.0,9.0
308,customer,6,49,customer,14.0,14.0
308,customer,7,124,customer,14.0,14.0
308,customer,8,158,customer,14.0,14.0
308,customer,9,209,customer,14.0,14.0
308,customer,10,292,customer,14.0,14.0
309,customer,1,94,customer,0.0,0.0
309,customer,2,21,customer,13.0,13.0
309,customer,3,130,customer,13.0,13.0
309,customer,4,221,customer,13.0,13.0
309,customer,5,11,customer,18.0,18.0
309,customer,6,247,customer,18.0,18.0
309,customer,7,264,customer,18.0,18.0
309,customer,8,18,customer,48.0,48.0
309,customer,9,217,customer,57.0,57.0
309,customer,10,205,customer,66.0,66.0
310,customer,1,248,customer,4.0,5.0
310,customer,2,186,customer,10.0,10.0
310,customer,3,276,customer,11.0,10.0
310,customer,4,271,customer,12.0,13.0
310,customer,5,182,customer,17.0,21.0
310,customer,6,307,customer,23.0,23.0
310,customer,7,14,customer,28.0,28.0
310,customer,8,178,customer,28.0,27.0
310,customer,9,298,customer,28.0,27.0
310,customer,10,9,customer,29.0,27.0
311,customer,1,5,customer,0.0,0.0
311,customer,2,32,customer,0.0,0.0
311,customer,3,67,customer,0.0,0.0
311,customer,4,126,customer,0.0,0.0
311,customer,5,269,customer,0.0,0.0
311,customer,6,302,customer,0.0,0.0
311,customer,7,324,customer,0.0,0.0
311,customer,8,58,customer,4.0,4.0
311,customer,9,142,customer,4.0,4.0
311,customer,10,154,customer,4.0,4.0
312,customer,1,146,customer,5.0,5.0
312,customer,2,213,customer,6.0,8.0
312,customer,3,104,customer,7.0,7.0
312,customer,4,114,customer,7.0,8.0
312,customer,5,71,customer,8.0,10.0
312,customer,6,165,customer,8.0,8.0
312,customer,7,233,customer,8.0,10.0
312,customer,8,242,customer,8.0,8.0
312,customer,9,263,customer,8.0,9.0
312,customer,10,274,customer,8.0,8.0
313,customer,1,42,customer,5.0,6.0
313,customer,2,285,customer,5.0,5.0
313,customer,3,287,customer,11.0,10.0
313,customer,4,127,customer,13.0,12.0
313,customer,5,268,customer,13.0,12.0
313,customer,6,145,customer,32.0,32.0
313,customer,7,234,customer,36.0,41.0
313,customer,8,277,customer,37.0,38.0
313,customer,9,137,customer,38.0,37.0
313,customer,10,31,customer,39.0,39.0
314,customer,1,49,customer,0.0,0.0
314,customer,2,124,customer,0.0,0.0
314,customer,3,158,customer,0.0373650594841034,0.0373650594841034
314,customer,4,209,customer,0.0373650594841034,0.0373650594841034
314,customer,5,292,customer,0.0373650594841034,0.0373650594841034
314,customer,6,103,customer,7.0,7.0
314,customer,7,177,customer,7.0,7.0
314,customer,8,316,customer,7.0,7.0
314,customer,9,68,customer,10.0,10.0
314,customer,10,170,customer,12.0,12.0
315,customer,1,98,customer,0.0,0.0
315,customer,2,148,customer,0.0,0.0
315,customer,3,12,customer,2.0,3.0
315,customer,4,47,customer,2.0,2.0
315,customer,5,62,customer,2.0,2.0
315,customer,6,48,customer,4.0,4.0
315,customer,7,108,customer,4.0,4.0
315,customer,8,171,customer,4.0,4.0
315,customer,9,258,customer,4.0,4.0
315,customer,10,64,customer,5.0,1.0
316,customer,1,103,customer,0.0,0.0
316,customer,2,177,customer,0.0,0.0
316,customer,3,49,customer,7.0,7.0
316,customer,4,124,customer,7.0,7.0
316,customer,5,158,customer,7.0,7.0
316,customer,6,209,customer,7.0,7.0
316,customer,7,292,customer,7.0,7.0
316,customer,8,314,customer,7.0,7.0
316,customer,9,3,customer,9.0,9.0
316,customer,10,88,customer,9.0,9.0
317,customer,1,277,customer,9.0,9.0
317,customer,2,31,customer,15.0,14.0
317,customer,3,198,customer,15.0,14.0
317,customer,4,95,customer,16.0,16.0
317,customer,5,183,customer,25.0,25.0
317,customer,6,145,customer,26.0,25.0
317,customer,7,229,customer,37.0,37.0
317,customer,8,234,customer,37.0,39.0
317,customer,9,61,customer,40.0,42.0
317,customer,10,285,customer,42.0,42.0
318,customer,1,92,customer,0.0,0.0
318,customer,2,86,customer,1.0,2.0
318,customer,3,278,customer,1.0,2.0
318,customer,4,4,customer,5.0,5.0
318,customer,5,136,customer,5.0,5.0
318,customer,6,84,customer,6.0,7.0
318,customer,7,100,customer,6.0,7.0
318,customer,8,112,customer,6.0,7.0
318,customer,9,196,customer,6.0,7.0
318,customer,10,267,customer,6.0,7.0
319,customer,1,57,customer,14.0,14.0
319,customer,2,20,customer,18.0,17.0
319,customer,3,249,customer,20.0,19.0
319,customer,4,182,customer,36.0,36.0
319,customer,5,191,customer,44.0,43.0
319,customer,6,195,customer,44.0,44.0
319,customer,7,305,customer,44.0,44.0
319,customer,8,271,customer,45.0,45.0
319,customer,9,33,customer,50.0,50.0
319,customer,10,248,customer,50.0,51.0
320,customer,1,96,customer,0.0,0.0
320,customer,2,256,customer,1.0,0.83324929148918
320,customer,3,273,customer,1.0,0.83324929148918
320,customer,4,175,customer,5.0,7.0
320,customer,5,87,customer,8.0,8.0
320,customer,6,245,customer,10.0,10.0
320,customer,7,283,customer,10.0,10.0
320,customer,8,293,customer,10.0,9.0
320,customer,9,97,customer,18.0,18.0
320,customer,10,52,customer,19.0,19.0
321,customer,1,93,customer,0.0,0.0
321,customer,2,122,customer,1.0,2.0
321,customer,3,252,customer,9.0,9.0
321,customer,4,29,customer,10.0,10.0
321,customer,5,83,customer,12.0,12.0
321,customer,6,105,customer,13.0,13.0
321,customer,7,168,customer,15.0,15.0
321,customer,8,106,customer,16.0,17.0
321,customer,9,7,customer,17.0,17.0
321,customer,10,211,customer,17.0,15.0
322,customer,1,281,customer,6.0,6.0
322,customer,2,121,customer,9.0,9.0
322,customer,3,284,customer,11.0,11.0
322,customer,4,23,customer,12.0,10.0
322,customer,5,134,customer,21.0,21.0
322,customer,6,162,customer,23.0,22.0
322,customer,7,0,base,25.0,25.0
322,customer,8,1,source,26.0,26.0
322,customer,9,80,customer,28.0,29.0
322,customer,10,300,customer,28.0,28.0
323,customer,1,222,customer,0.809729823653703,0.809729823653703
323,customer,2,119,customer,9.0,9.0
323,customer,3,280,customer,14.0,15.0
323,customer,4,40,customer,29.0,29.0
323,customer,5,37,customer,30.0,31.0
323,customer,6,215,customer,30.0,31.0
323,customer,7,251,customer,30.0,30.0
323,customer,8,250,customer,38.0,38.0
323,customer,9,290,customer,39.0,38.0
323,customer,10,306,customer,43.0,44.0
324,customer,1,5,customer,0.0,0.0
324,customer,2,32,customer,0.0,0.0
324,customer,3,67,customer,0.0,0.0
324,customer,4,126,customer,0.0,0.0
324,customer,5,269,customer,0.0,0.0
324,customer,6,302,customer,0.0,0.0
324,customer,7,311,customer,0.0,0.0
324,customer,8,240,customer,2.0,6.0
324,customer,9,58,customer,3.0,3.0
324,customer,10,154,customer,3.0,3.0
325,customer,1,153,customer,3.0,2.0
325,customer,2,48,customer,6.0,6.0
325,customer,3,108,customer,6.0,6.0
325,customer,4,140,customer,6.0,6.0
325,customer,5,286,customer,8.0,7.0
325,customer,6,12,customer,10.0,8.0
325,customer,7,98,customer,11.0,9.0
325,customer,8,148,customer,11.0,9.0
325,customer,9,315,customer,11.0,9.0
325,customer,10,47,customer,12.0,11.0
